Latin Name,Common Name,Taxon_groug,Obs_Abunda,Grid_ref,Event_Loca,Sample_Loc,Sample_Dat,Sample_Yea,Sample_Rec,Obs_Determ,Determinat,Determiner,Determin_1,Obs_Record,Sample_Com,Survey_Nam,Obs_Commen,Specimen_N,Recommen_2,Obs_Key,All_Design,lat (generated automaticaly using geodesy-test3.html from grid ref),lat (generated automaticaly using geodesy-test3.html from grid ref)
Bombus muscorum,Moss Carder-bee,insect - hymenopteran,16 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,05/08/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",05/08/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080S0000000000000000,SR0004450000F4CN,"BAP-2007, Cumbria-LBAP, England_NERC_S.41, LBAP-Cumbria, Scottish_Biodiversity_List, UKBAP-2007",54.88298247,-2.741912122
Bombus muscorum,Moss Carder-bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,03/08/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/08/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080S0000000000000000,SR0004450000F4CO,"BAP-2007, Cumbria-LBAP, England_NERC_S.41, LBAP-Cumbria, Scottish_Biodiversity_List, UKBAP-2007",54.88298247,-2.741912122
Bombus muscorum,Moss Carder-bee,insect - hymenopteran,1 Count of Adult Female,NY205601,Bowness Common,Bowness Common,27/05/1912,1912,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",27/05/1912,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080S0000000000000000,SR0004450000F4CC,"BAP-2007, Cumbria-LBAP, England_NERC_S.41, LBAP-Cumbria, Scottish_Biodiversity_List, UKBAP-2007",54.92922391,-3.242141668
Bombus muscorum,Moss Carder-bee,insect - hymenopteran,1 Count of Adult Female,HU45,Shetland,Shetland,Unknown,0,Unknown,Unknown,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080S0000000000000000,SR0004450000F4CB,"BAP-2007, Cumbria-LBAP, England_NERC_S.41, LBAP-Cumbria, Scottish_Biodiversity_List, UKBAP-2007",60.232341,-1.2796195
Bombus muscorum,Moss Carder-bee,insect - hymenopteran,1 Count of worker,SU20,New Forest,New Forest,Unknown,0,Unknown,Unknown,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080S0000000000000000,SR0004450000F4P5,"BAP-2007, Cumbria-LBAP, England_NERC_S.41, LBAP-Cumbria, Scottish_Biodiversity_List, UKBAP-2007",50.79921941,-1.717574583
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,20/06/1919,1919,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",20/06/1919,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42R,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,07/09/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",07/09/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42Q,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Male,NY55C,Faugh,Faugh,22/08/1918,1918,Unknown,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",22/08/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42T,,54.88278804,-2.773083104
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,19/08/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/08/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F3ZJ,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY5258,Gelt Woods,Gelt Woods,24/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",24/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42Z,,54.91438423,-2.750289554
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY5258,Gelt Woods,Gelt Woods,19/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F430,,54.91438423,-2.750289554
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,19/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42N,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,3 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,10/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",10/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42L,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,2 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,06/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",06/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F435,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,04/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",04/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42F,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,3 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,03/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F429,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of worker,NY45,Carlisle,Carlisle,Jun-18,1918,Unknown,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",Jun-18,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F433,,54.84120316,-2.935787126
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,28/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",28/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42E,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,22/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",22/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42P,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,2 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,19/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42A,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,18/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",18/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42O,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,13/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",13/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42B,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,06/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",06/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F428,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,30/08/1917,1917,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",30/08/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F427,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Male,NY5255,Hayton Moss,Hayton Moss,27/08/1917,1917,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",27/08/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42U,,54.88742764,-2.749788355
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,25/08/1917,1917,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",25/08/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F426,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,05/08/1917,1917,George Routledge,R.C.L. P,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",05/08/1917,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42S,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of worker,NY5255,Hayton Moss,Hayton Moss,26/07/1900,1900,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",26/07/1900,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F431,,54.88742764,-2.749788355
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,06/06/1900,1900,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",06/06/1900,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42G,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,24/04/1900,1900,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",24/04/1900,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42M,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,22/04/1900,1900,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",22/04/1900,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F42D,,54.88298247,-2.741912122
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Male,TM02,Colchester,Colchester,Unknown,0,Harwood,Harwood,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F3ZH,,51.84276964,0.901948044
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of worker,SU20,New Forest,New Forest,Unknown,0,Unknown,Unknown,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F432,,50.79921941,-1.717574583
Bombus (Thoracombus) pascuorum,Common Carder Bee,insect - hymenopteran,1 Count of Adult Female,TM02,Colchester,Colchester,1890 - 1934,1890,W.H. Harwood,W.H. Harwood,Unconfirmed,,1890 - 1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080T0000000000000000,SR0004450000F3ZI,,51.84276964,0.901948044
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,25/06/1922,1922,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",25/06/1922,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4BA,,54.88298247,-2.741912122
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY5255,Hayton Moss,Hayton Moss,04/08/1919,1919,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",04/08/1919,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AP,,54.88742764,-2.749788355
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,2 Count of Adult Male,NY5255,Hayton Moss,Hayton Moss,03/08/1919,1919,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/08/1919,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AJ,,54.88742764,-2.749788355
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,6 Count of Adult Male,NY5255,Hayton Moss,Hayton Moss,27/07/1919,1919,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",27/07/1919,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AK,,54.88742764,-2.749788355
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,28/06/1919,1919,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",28/06/1919,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AI,,54.88298247,-2.741912122
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY5258,Gelt Woods,Gelt Woods,25/06/1919,1919,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",25/06/1919,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AL,,54.91438423,-2.750289554
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,12/08/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",12/08/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AG,,54.88298247,-2.741912122
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,15/07/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",15/07/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4B9,,54.88298247,-2.741912122
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of worker,NY5258,Gelt Woods,Gelt Woods,24/06/1918,1918,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",24/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AM,,54.91438423,-2.750289554
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of worker,NY5258,Gelt Woods,Gelt Woods,19/06/1918,1918,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AN,,54.91438423,-2.750289554
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Male,NY55H,Tarn Lodge,Tarn Lodge,19/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",19/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AH,,54.88298247,-2.741912122
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,17/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",17/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4B5,,54.88298247,-2.741912122
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,3 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,06/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",06/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4B4,,54.88298247,-2.741912122
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,2 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,03/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",03/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4B6,,54.88298247,-2.741912122
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,02/05/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",02/05/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4B8,,54.88298247,-2.741912122
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,4 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,29/04/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",29/04/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4B1,,54.88298247,-2.741912122
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,3 Count of worker; 6 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,28/04/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",28/04/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AR,,54.88298247,-2.741912122
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,27/04/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",27/04/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4B3,,54.88298247,-2.741912122
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,26/04/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",26/04/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4B2,,54.88298247,-2.741912122
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of worker,NY55J,Gelt,Gelt,14/07/1900,1900,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",14/07/1900,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AO,,54.91892465,-2.742573446
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,24/04/1900,1900,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",24/04/1900,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AQ,,54.88298247,-2.741912122
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Male; 1 Count of worker,SU20,New Forest,New Forest,Unknown,0,Unknown,Unknown,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4AF,,50.79921941,-1.717574583
Bombus (Pyrobombus) pratorum,Early Bumble Bee,insect - hymenopteran,1 Count of Adult Female,TM02,Colchester,Colchester,1890 - 1934,1890,W.H. Harwood,W.H. Harwood,Unconfirmed,,1890 - 1934,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080V0000000000000000,SR0004450000F4BC,,51.84276964,0.901948044
Bombus ruderarius,Red-shanked Carder-bee,insect - hymenopteran,1 Count of Adult Male,TL3541,"Royston, Herts.","Royston, Herts.",Aug-27,1927,Harwood,Harwood,Unconfirmed,,Aug-27,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080W0000000000000000,SR0004450000F45U,"BAP-2007, England_NERC_S.41, Scottish_Biodiversity_List, UKBAP-2007",52.05095335,-0.032659401
Bombus ruderarius,Red-shanked Carder-bee,insect - hymenopteran,1 Count of Adult Female,NY4955,Heads Nook,Heads Nook,02/08/1918,1918,Unknown,Unknown,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",02/08/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080W0000000000000000,SR0004450000F462,"BAP-2007, England_NERC_S.41, Scottish_Biodiversity_List, UKBAP-2007",54.88712996,-2.796549743
Bombus ruderarius,Red-shanked Carder-bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,06/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",06/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080W0000000000000000,SR0004450000F467,"BAP-2007, England_NERC_S.41, Scottish_Biodiversity_List, UKBAP-2007",54.88298247,-2.741912122
Bombus ruderarius,Red-shanked Carder-bee,insect - hymenopteran,1 Count of worker,NY55H,Tarn Lodge,Tarn Lodge,05/06/1918,1918,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",05/06/1918,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080W0000000000000000,SR0004450000F468,"BAP-2007, England_NERC_S.41, Scottish_Biodiversity_List, UKBAP-2007",54.88298247,-2.741912122
Bombus ruderarius,Red-shanked Carder-bee,insect - hymenopteran,1 Count of Adult Female,NY55H,Tarn Lodge,Tarn Lodge,12/06/1900,1900,George Routledge,George Routledge,Considered Correct,"[Verified by county  referee Nick Franklin November 2017]",12/06/1900,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080W0000000000000000,SR0004450000F465,"BAP-2007, England_NERC_S.41, Scottish_Biodiversity_List, UKBAP-2007",54.88298247,-2.741912122
Bombus ruderarius,Red-shanked Carder-bee,insect - hymenopteran,2 Count of Adult Female,TM02,Colchester,Colchester,Unknown,0,Harwood,Harwood,Unconfirmed,,Unknown,voucher specimen,,CUR_CALMG_TH COLLECTIONS,,CALMG : 1935.28,00010G0U05010W1Y080W0000000000000000,SR0004450000F45V,"BAP-2007, England_NERC_S.41, Scottish_Biodiversity_List, UKBAP-2007",51.84276964,0.901948044
